,setting,graph_type,emmean,SE,df,lower.CL,upper.CL
1,base_llms,erdos-renyi,0.9972656250000679,0.014452329112387996,26.00742669239367,0.9675588499229606,1.0269724000771752
2,random_roles,erdos-renyi,0.9654947916667238,0.014452329112387927,26.00742667818511,0.935788016588827,0.9952015667446206
3,random_experts,erdos-renyi,0.8985677083333892,0.014452329112387927,26.007426678307528,0.8688609332554992,0.9282744834112792
4,experts,erdos-renyi,0.8725260416667218,0.014452329112387927,26.00742667939892,0.8428192665888925,0.902232816744551
5,base_llms,watts-strogatz,0.9876302083333897,0.01445232911238789,26.007426679547482,0.9579234332555687,1.0173369834112107
6,random_roles,watts-strogatz,0.973046875000056,0.014452329112387927,26.007426667171057,0.9433400999215472,1.002753650078565
7,random_experts,watts-strogatz,0.883203125000056,0.014452329112387927,26.00742666726205,0.8534963499215522,0.9129099000785599
8,experts,watts-strogatz,0.8566406250000562,0.014452329112387927,26.007426668297608,0.8269338499216099,0.8863474000785025
