outcome,contrast_type,graph_type,contrast,estimate,std_estimate,SE,std_SE,t,df,p,lower,upper,std_lower,std_upper,sig
plasticity_tv,marginal,,role_eff,0.03530292659591299,0.2990316752349295,0.0036982707561614672,0.03132601759468131,9.545792864704916,1252.9988057450616,6.793996599296823e-21,0.028047440612018457,0.042558412579807525,0.23757444384894266,0.3604889066209163,True
plasticity_tv,marginal,,model_eff,0.05853126031742862,0.4957861150344038,0.003698270756161469,0.03132601759468132,15.82665634199799,1252.9988042709758,1.4270549561168966e-51,0.05127577433352583,0.06578674630133141,0.43432888364834704,0.5572433464204606,True
plasticity_tv,marginal,,alignment,0.0061325953660582785,0.05194584253144259,0.0036982707561614716,0.031326017594681344,1.6582332042187884,1252.998804278392,0.09752069881596694,-0.0011228906178444749,0.013388081349961032,-0.009511388854613868,0.11340307391749904,False
plasticity_tv,marginal,,dissociation,0.07924902129841425,0.6712748739175899,0.002615072330345677,0.022150839468768276,30.304714855798505,1252.9988049166188,8.733276075655974e-152,0.0741186179583952,0.08437942463843331,0.62781804885158,0.7147316989835997,True
plasticity_tv,within,erdos-renyi,role_eff,0.04754645560439532,0.40273987575045794,0.0052301446606913245,0.0443016789375363,9.090849047014808,1252.9988097574997,3.743070057230758e-19,0.037285648924395585,0.057807262284395054,0.3158262256187634,0.4896535258821525,True
plasticity_tv,within,erdos-renyi,model_eff,0.05880626030901943,0.49811548871824196,0.005230144660691371,0.0443016789375367,11.243715828931936,1252.9988032347717,5.1844667886836085e-28,0.048545453628967956,0.06906706698907089,0.4112018385861092,0.5850291388503747,True
plasticity_tv,within,erdos-renyi,alignment,-0.01659868130691984,-0.14059830038208718,0.005230144660691374,0.04430167893753672,-3.173656253080705,1252.9988029800716,0.0015419272912929691,-0.02685948798697333,-0.006337874626866351,-0.22751195051423706,-0.0536846502499373,True
plasticity_tv,within,erdos-renyi,dissociation,0.07428014745775717,0.6291862764024274,0.0036982707561614586,0.03132601759468123,20.08510256692365,1252.9988058708068,5.199957965969322e-78,0.06702466147386335,0.08153563344165099,0.5677290450164466,0.6906435077884082,True
plasticity_tv,within,watts-strogatz,role_eff,0.02305939758743066,0.19532347471940104,0.005230144660691381,0.04430167893753678,4.408940685855217,1252.9988020896124,1.127745185257242e-05,0.012798590907370101,0.033320204267491216,0.1084098245871913,0.2822371248516108,True
plasticity_tv,within,watts-strogatz,model_eff,0.058256260325837805,0.49345674135056555,0.005230144660691343,0.044301678937536455,11.138556216939753,1252.9988050275963,1.5240826022771576e-27,0.04799545364580059,0.06851706700587502,0.40654309121855353,0.5803703914825776,True
plasticity_tv,within,watts-strogatz,alignment,0.028863872039036398,0.24448998544497236,0.005230144660691342,0.04430167893753645,5.518752140064335,1252.998804923898,4.1450370951332544e-08,0.01860306535899836,0.039124678719074435,0.15757633531295337,0.3314036355769913,True
plasticity_tv,within,watts-strogatz,dissociation,0.08421789513907134,0.7133634714327524,0.0036982707561614763,0.031326017594681385,22.772236185996046,1252.9988032646927,2.443238369419499e-96,0.07696240915516289,0.09147338112297979,0.6519062400466477,0.774820702818857,True
plasticity_tv,interaction,,role_eff,0.02448705801696466,0.2074164010310569,0.0073965415123229475,0.06265203518936273,3.3106091510698885,1252.9988061020504,0.0009574336828624976,0.009976086049179564,0.03899802998474976,0.08450193825911687,0.3303308638029969,True
plasticity_tv,interaction,,model_eff,0.0005499999831816219,0.0046587473676764175,0.0073965415123229536,0.06265203518936277,0.07435907474666348,1252.9988039913917,0.9407365412263446,-0.01396097198462712,0.015060971950990364,-0.1182557154044639,0.12757321013981673,False
plasticity_tv,interaction,,alignment,-0.04546255334595624,-0.3850882858270595,0.007396541512322953,0.06265203518936277,-6.14646091963571,1252.9988036255772,1.0629552800178916e-09,-0.05997352531376907,-0.030951581378143404,-0.5080027485992346,-0.26217382305488457,True
plasticity_tv,interaction,,dissociation,-0.009937747681314167,-0.08417719503032489,0.005230144660691343,0.044301678937536455,-1.9000904040005182,1252.9988042188809,0.05765063436183618,-0.02019855436135779,0.0003230589987294561,-0.1710908451623912,0.0027364551017413988,False
monotonicity,marginal,,role_eff,-0.49167923582654494,-1.2957943813142496,0.010118451509873923,0.026666638854606375,-48.5923399787752,1253.0034056302625,1.6420258937543258e-290,-0.5115302115090886,-0.47182826014400125,-1.3481105681261742,-1.2434781945023248,True
monotonicity,marginal,,model_eff,-0.16331245440816866,-0.4304012563495762,0.010118451509873226,0.02666663885460454,-16.140063946426405,1253.0033777796125,2.1895767303744246e-53,-0.18316343009113759,-0.14346147872519974,-0.4827174431626216,-0.3780850695365308,True
monotonicity,marginal,,alignment,-0.02380780135652678,-0.06274418966945447,0.010118451509873226,0.02666663885460454,-2.352909566577057,1253.0033779030018,0.0187810753731133,-0.04365877703949382,-0.003956825673559736,-0.11506037648249491,-0.010428002856414029,True
monotonicity,marginal,,dissociation,-0.4210559729997045,-1.109670541841428,0.007154825677738867,0.018856161165544193,-58.84922875336502,1253.0033921421425,0.0,-0.435092732518146,-0.40701921348126296,-1.1466636723023462,-1.0726774113805102,True
monotonicity,within,erdos-renyi,role_eff,-0.5256482390841765,-1.3853178762124816,0.014309651355479569,0.03771232233109322,-36.73382572545284,1253.0034269906942,4.2878964838225e-201,-0.5537217581203082,-0.49757472004804476,-1.4593041371323376,-1.3113316152926258,True
monotonicity,within,erdos-renyi,model_eff,-0.17216744251895677,-0.45373810485666183,0.014309651355477146,0.03771232233108683,-12.031560954352543,1253.0033777137157,1.2457739093757676e-31,-0.2002409615561512,-0.14409392348176234,-0.5277243657793185,-0.37975184393400524,True
monotonicity,within,erdos-renyi,alignment,0.03532606330725829,0.09309995422227965,0.014309651355477146,0.03771232233108683,2.4686879106762394,1253.0033781046986,0.013693593160934625,0.007252544270072336,0.06339958234444425,0.019113693299645372,0.16708621514491392,True
monotonicity,within,erdos-renyi,dissociation,-0.41732853040741585,-1.099847065851763,0.010118451509874017,0.026666638854606625,-41.24430798528499,1253.003403891324,1.3118244121082665e-235,-0.43717950608998635,-0.39747755472484536,-1.1521632526637582,-1.0475308790397675,True
monotonicity,within,watts-strogatz,role_eff,-0.45771023256891336,-1.2062708864160172,0.01430965135547702,0.037712322331086505,-31.986120499974636,1253.0033852340234,1.2898251603325145e-164,-0.4857837516059446,-0.4296367135318821,-1.2802571473382438,-1.1322846254937906,True
monotonicity,within,watts-strogatz,model_eff,-0.15445746629738055,-0.40706440784249054,0.014309651355477357,0.03771232233108739,-10.793936376252683,1253.0033779620755,4.9290358355684523e-26,-0.18253098533457002,-0.1263839472601911,-0.4810506687651341,-0.33307814691984705,True
monotonicity,within,watts-strogatz,alignment,-0.08294166602031186,-0.21858833356118862,0.014309651355477359,0.0377123223310874,-5.7962045307668495,1253.0033779682165,8.57436007155811e-09,-0.11101518505750119,-0.05486814698312253,-0.2925745944838318,-0.14460207263854544,True
monotonicity,within,watts-strogatz,dissociation,-0.4247834155919932,-1.1194940178310935,0.010118451509873179,0.026666638854604414,-41.981069452920394,1253.0033815827007,3.348599522613214e-241,-0.4446343912749038,-0.40493243990908256,-1.1718102046439853,-1.0671778310182019,True
monotonicity,interaction,,role_eff,-0.0679380065152631,-0.1790469897964644,0.02023690301974805,0.05333327770921329,-3.357134560014753,1253.003406594454,0.0008111717832148194,-0.10763995788032135,-0.028236055150204865,-0.2836793634202371,-0.07441461617269178,True
monotonicity,interaction,,model_eff,-0.017709976221576232,-0.04667369701417132,0.020236903019746493,0.05333327770920919,-0.8751327317374318,1253.003377896179,0.3816694054773875,-0.05741192758751061,0.021991975144358147,-0.15130607064025298,0.05795867661191034,False
monotonicity,interaction,,alignment,0.11826772932757015,0.31168828778346824,0.020236903019746493,0.05333327770920919,5.844161491121861,1253.0033781699133,6.484463244536124e-09,0.07856577796164416,0.15796968069349615,0.2070559141574087,0.41632066140952784,True
monotonicity,interaction,,dissociation,0.007454885184577289,0.0196469519793306,0.014309651355477794,0.037712322331088545,0.5209690298795104,1253.0033933318823,0.602480398302607,-0.02061863385228008,0.03552840422143466,-0.0543393089424377,0.09363321290109891,False
