,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),Term
setting,109.46679964651213,36.48893321550404,3,61398.99999817737,10469.854967629717,0.0,setting
graph_type,0.008605071751326986,0.008605071751326986,1,14.000012309616467,2.469073367816639,0.13842694638167458,graph_type
setting:graph_type,6.329667156018354,2.109889052006118,3,61398.999998456384,605.3954014448341,0.0,setting:graph_type
